YEAR,OCC1950,MARST,mariageStatusCount,teacherCount,percent,MaritalStatus,Profession
2015,632,6.0,124,433,28.63741339491917,Never married/single,Deliverymen and routemen
2016,632,1.0,226,455,49.67032967032967,"Married, spouse present",Deliverymen and routemen
2016,632,2.0,12,455,2.6373626373626373,"Married, spouse absent",Deliverymen and routemen
2016,632,3.0,7,455,1.5384615384615385,Separated,Deliverymen and routemen
2016,632,4.0,49,455,10.76923076923077,Divorced,Deliverymen and routemen
2016,632,5.0,13,455,2.857142857142857,Widowed,Deliverymen and routemen
2016,632,6.0,148,455,32.527472527472526,Never married/single,Deliverymen and routemen
2017,632,1.0,195,391,49.87212276214834,"Married, spouse present",Deliverymen and routemen
2017,632,2.0,9,391,2.3017902813299234,"Married, spouse absent",Deliverymen and routemen
2017,632,3.0,8,391,2.0460358056265986,Separated,Deliverymen and routemen
2017,632,4.0,53,391,13.554987212276215,Divorced,Deliverymen and routemen
2017,632,5.0,7,391,1.7902813299232736,Widowed,Deliverymen and routemen
2017,632,6.0,119,391,30.434782608695656,Never married/single,Deliverymen and routemen
2018,632,1.0,186,350,53.142857142857146,"Married, spouse present",Deliverymen and routemen
2018,632,2.0,4,350,1.1428571428571428,"Married, spouse absent",Deliverymen and routemen
2018,632,3.0,5,350,1.4285714285714286,Separated,Deliverymen and routemen
2018,632,4.0,57,350,16.28571428571429,Divorced,Deliverymen and routemen
2018,632,5.0,4,350,1.1428571428571428,Widowed,Deliverymen and routemen
2018,632,6.0,94,350,26.857142857142858,Never married/single,Deliverymen and routemen
2019,632,1.0,201,422,47.6303317535545,"Married, spouse present",Deliverymen and routemen
2019,632,2.0,7,422,1.6587677725118484,"Married, spouse absent",Deliverymen and routemen
2019,632,3.0,4,422,0.9478672985781991,Separated,Deliverymen and routemen
2019,632,4.0,50,422,11.848341232227488,Divorced,Deliverymen and routemen
2019,632,5.0,18,422,4.265402843601896,Widowed,Deliverymen and routemen
2019,632,6.0,142,422,33.649289099526065,Never married/single,Deliverymen and routemen
1880,633,1.0,2414,26030,9.273914713791779,"Married, spouse present","Dressmakers and seamstresses, except factory"
1880,633,2.0,1091,26030,4.191317710334229,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1880,633,4.0,365,26030,1.4022281982328082,Divorced,"Dressmakers and seamstresses, except factory"
1880,633,5.0,3812,26030,14.644640799077987,Widowed,"Dressmakers and seamstresses, except factory"
1880,633,6.0,18348,26030,70.4878985785632,Never married/single,"Dressmakers and seamstresses, except factory"
1900,633,1.0,2405,23802,10.10419292496429,"Married, spouse present","Dressmakers and seamstresses, except factory"
1900,633,2.0,1013,23802,4.255944878581632,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1900,633,4.0,406,23802,1.7057390135282748,Divorced,"Dressmakers and seamstresses, except factory"
1900,633,5.0,3746,23802,15.73817326275103,Widowed,"Dressmakers and seamstresses, except factory"
1900,633,6.0,16232,23802,68.19594992017477,Never married/single,"Dressmakers and seamstresses, except factory"
1910,633,1.0,1022,4655,21.954887218045112,"Married, spouse present","Dressmakers and seamstresses, except factory"
1910,633,2.0,210,4655,4.511278195488721,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1910,633,4.0,109,4655,2.3415682062298604,Divorced,"Dressmakers and seamstresses, except factory"
1910,633,5.0,768,4655,16.498388829215894,Widowed,"Dressmakers and seamstresses, except factory"
1910,633,6.0,2546,4655,54.69387755102041,Never married/single,"Dressmakers and seamstresses, except factory"
1920,633,1.0,619,2842,21.78043631245602,"Married, spouse present","Dressmakers and seamstresses, except factory"
1920,633,2.0,160,2842,5.629838142153413,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1920,633,4.0,89,2842,3.1315974665728357,Divorced,"Dressmakers and seamstresses, except factory"
1920,633,5.0,645,2842,22.695285010555946,Widowed,"Dressmakers and seamstresses, except factory"
1920,633,6.0,1329,2842,46.76284306826179,Never married/single,"Dressmakers and seamstresses, except factory"
1930,633,1.0,2638,9478,27.83287613420553,"Married, spouse present","Dressmakers and seamstresses, except factory"
1930,633,2.0,627,9478,6.615319687697826,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1930,633,4.0,472,9478,4.979953576703946,Divorced,"Dressmakers and seamstresses, except factory"
1930,633,5.0,2297,9478,24.235070690018993,Widowed,"Dressmakers and seamstresses, except factory"
1930,633,6.0,3444,9478,36.336779911373704,Never married/single,"Dressmakers and seamstresses, except factory"
1940,633,1.0,575,1623,35.428219346888476,"Married, spouse present","Dressmakers and seamstresses, except factory"
1940,633,2.0,116,1623,7.147258163894023,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1940,633,4.0,100,1623,6.161429451632778,Divorced,"Dressmakers and seamstresses, except factory"
1940,633,5.0,346,1623,21.318545902649415,Widowed,"Dressmakers and seamstresses, except factory"
1940,633,6.0,486,1623,29.944547134935306,Never married/single,"Dressmakers and seamstresses, except factory"
1950,633,1.0,593,1289,46.004654771140416,"Married, spouse present","Dressmakers and seamstresses, except factory"
1950,633,2.0,28,1289,2.1722265321955003,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1950,633,3.0,52,1289,4.034134988363072,Separated,"Dressmakers and seamstresses, except factory"
1950,633,4.0,76,1289,5.896043444530644,Divorced,"Dressmakers and seamstresses, except factory"
1950,633,5.0,297,1289,23.0411171450737,Widowed,"Dressmakers and seamstresses, except factory"
1950,633,6.0,243,1289,18.851823118696664,Never married/single,"Dressmakers and seamstresses, except factory"
1960,633,1.0,5140,9767,52.62619023241527,"Married, spouse present","Dressmakers and seamstresses, except factory"
1960,633,2.0,164,9767,1.6791235794000203,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1960,633,3.0,212,9767,2.170574383126856,Separated,"Dressmakers and seamstresses, except factory"
1960,633,4.0,519,9767,5.313811815296407,Divorced,"Dressmakers and seamstresses, except factory"
1960,633,5.0,2702,9767,27.664584826456434,Widowed,"Dressmakers and seamstresses, except factory"
1960,633,6.0,1030,9767,10.545715163305006,Never married/single,"Dressmakers and seamstresses, except factory"
1970,633,1.0,1931,3395,56.877761413843885,"Married, spouse present","Dressmakers and seamstresses, except factory"
1970,633,2.0,53,3395,1.561119293078056,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1970,633,3.0,100,3395,2.945508100147275,Separated,"Dressmakers and seamstresses, except factory"
1970,633,4.0,223,3395,6.568483063328425,Divorced,"Dressmakers and seamstresses, except factory"
1970,633,5.0,768,3395,22.621502209131076,Widowed,"Dressmakers and seamstresses, except factory"
1970,633,6.0,320,3395,9.425625920471282,Never married/single,"Dressmakers and seamstresses, except factory"
1980,633,1.0,4663,7496,62.20651013874067,"Married, spouse present","Dressmakers and seamstresses, except factory"
1980,633,2.0,98,7496,1.3073639274279616,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1980,633,3.0,208,7496,2.774813233724653,Separated,"Dressmakers and seamstresses, except factory"
1980,633,4.0,618,7496,8.244397011739595,Divorced,"Dressmakers and seamstresses, except factory"
1980,633,5.0,1046,7496,13.954108858057632,Widowed,"Dressmakers and seamstresses, except factory"
1980,633,6.0,863,7496,11.512806830309499,Never married/single,"Dressmakers and seamstresses, except factory"
1990,633,1.0,4233,6658,63.5776509462301,"Married, spouse present","Dressmakers and seamstresses, except factory"
1990,633,2.0,96,6658,1.441874436767798,"Married, spouse absent","Dressmakers and seamstresses, except factory"
1990,633,3.0,225,6658,3.379393211174527,Separated,"Dressmakers and seamstresses, except factory"
1990,633,4.0,614,6658,9.221988585160709,Divorced,"Dressmakers and seamstresses, except factory"
1990,633,5.0,828,6658,12.436167017122258,Widowed,"Dressmakers and seamstresses, except factory"
1990,633,6.0,662,6658,9.942925803544608,Never married/single,"Dressmakers and seamstresses, except factory"
2000,633,1.0,4728,7423,63.69392428937088,"Married, spouse present","Dressmakers and seamstresses, except factory"
2000,633,2.0,249,7423,3.354438906102654,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2000,633,3.0,202,7423,2.7212717230230363,Separated,"Dressmakers and seamstresses, except factory"
2000,633,4.0,761,7423,10.25191970901253,Divorced,"Dressmakers and seamstresses, except factory"
2000,633,5.0,688,7423,9.268489828910145,Widowed,"Dressmakers and seamstresses, except factory"
2000,633,6.0,795,7423,10.709955543580762,Never married/single,"Dressmakers and seamstresses, except factory"
2001,633,1.0,409,603,67.82752902155887,"Married, spouse present","Dressmakers and seamstresses, except factory"
2001,633,2.0,7,603,1.1608623548922055,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2001,633,3.0,13,603,2.155887230514096,Separated,"Dressmakers and seamstresses, except factory"
2001,633,4.0,60,603,9.950248756218906,Divorced,"Dressmakers and seamstresses, except factory"
2001,633,5.0,62,603,10.281923714759536,Widowed,"Dressmakers and seamstresses, except factory"
2001,633,6.0,52,603,8.623548922056385,Never married/single,"Dressmakers and seamstresses, except factory"
2002,633,1.0,312,462,67.53246753246754,"Married, spouse present","Dressmakers and seamstresses, except factory"
2002,633,2.0,6,462,1.2987012987012987,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2002,633,3.0,7,462,1.5151515151515151,Separated,"Dressmakers and seamstresses, except factory"
2002,633,4.0,59,462,12.770562770562771,Divorced,"Dressmakers and seamstresses, except factory"
2002,633,5.0,43,462,9.307359307359308,Widowed,"Dressmakers and seamstresses, except factory"
2002,633,6.0,35,462,7.575757575757576,Never married/single,"Dressmakers and seamstresses, except factory"
2003,633,1.0,393,587,66.95059625212947,"Married, spouse present","Dressmakers and seamstresses, except factory"
2003,633,2.0,9,587,1.5332197614991483,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2003,633,3.0,18,587,3.0664395229982966,Separated,"Dressmakers and seamstresses, except factory"
2003,633,4.0,77,587,13.1175468483816,Divorced,"Dressmakers and seamstresses, except factory"
2003,633,5.0,43,587,7.325383304940375,Widowed,"Dressmakers and seamstresses, except factory"
2003,633,6.0,47,587,8.006814310051109,Never married/single,"Dressmakers and seamstresses, except factory"
2004,633,1.0,353,528,66.85606060606061,"Married, spouse present","Dressmakers and seamstresses, except factory"
2004,633,2.0,9,528,1.7045454545454544,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2004,633,3.0,10,528,1.893939393939394,Separated,"Dressmakers and seamstresses, except factory"
2004,633,4.0,61,528,11.553030303030303,Divorced,"Dressmakers and seamstresses, except factory"
2004,633,5.0,35,528,6.628787878787879,Widowed,"Dressmakers and seamstresses, except factory"
2004,633,6.0,60,528,11.363636363636363,Never married/single,"Dressmakers and seamstresses, except factory"
2005,633,1.0,806,1258,64.06995230524643,"Married, spouse present","Dressmakers and seamstresses, except factory"
2005,633,2.0,25,1258,1.987281399046105,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2005,633,3.0,42,1258,3.338632750397456,Separated,"Dressmakers and seamstresses, except factory"
2005,633,4.0,153,1258,12.162162162162163,Divorced,"Dressmakers and seamstresses, except factory"
2005,633,5.0,96,1258,7.631160572337042,Widowed,"Dressmakers and seamstresses, except factory"
2005,633,6.0,136,1258,10.81081081081081,Never married/single,"Dressmakers and seamstresses, except factory"
2006,633,1.0,774,1215,63.70370370370371,"Married, spouse present","Dressmakers and seamstresses, except factory"
2006,633,2.0,24,1215,1.9753086419753085,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2006,633,3.0,25,1215,2.05761316872428,Separated,"Dressmakers and seamstresses, except factory"
2006,633,4.0,129,1215,10.617283950617285,Divorced,"Dressmakers and seamstresses, except factory"
2006,633,5.0,117,1215,9.62962962962963,Widowed,"Dressmakers and seamstresses, except factory"
2006,633,6.0,146,1215,12.016460905349795,Never married/single,"Dressmakers and seamstresses, except factory"
2007,633,1.0,747,1166,64.06518010291595,"Married, spouse present","Dressmakers and seamstresses, except factory"
2007,633,2.0,30,1166,2.5728987993138936,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2007,633,3.0,27,1166,2.3156089193825045,Separated,"Dressmakers and seamstresses, except factory"
2007,633,4.0,154,1166,13.20754716981132,Divorced,"Dressmakers and seamstresses, except factory"
2007,633,5.0,104,1166,8.919382504288166,Widowed,"Dressmakers and seamstresses, except factory"
2007,633,6.0,104,1166,8.919382504288166,Never married/single,"Dressmakers and seamstresses, except factory"
2008,633,1.0,777,1224,63.48039215686274,"Married, spouse present","Dressmakers and seamstresses, except factory"
2008,633,2.0,32,1224,2.6143790849673203,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2008,633,3.0,38,1224,3.104575163398693,Separated,"Dressmakers and seamstresses, except factory"
2008,633,4.0,144,1224,11.76470588235294,Divorced,"Dressmakers and seamstresses, except factory"
2008,633,5.0,92,1224,7.516339869281046,Widowed,"Dressmakers and seamstresses, except factory"
2008,633,6.0,141,1224,11.519607843137255,Never married/single,"Dressmakers and seamstresses, except factory"
2009,633,1.0,740,1138,65.02636203866432,"Married, spouse present","Dressmakers and seamstresses, except factory"
2009,633,2.0,13,1138,1.1423550087873462,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2009,633,3.0,31,1138,2.724077328646749,Separated,"Dressmakers and seamstresses, except factory"
2009,633,4.0,132,1138,11.599297012302284,Divorced,"Dressmakers and seamstresses, except factory"
2009,633,5.0,97,1138,8.52372583479789,Widowed,"Dressmakers and seamstresses, except factory"
2009,633,6.0,125,1138,10.984182776801406,Never married/single,"Dressmakers and seamstresses, except factory"
2010,633,1.0,737,1139,64.70588235294117,"Married, spouse present","Dressmakers and seamstresses, except factory"
2010,633,2.0,18,1139,1.5803336259877085,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2010,633,3.0,31,1139,2.7216856892010535,Separated,"Dressmakers and seamstresses, except factory"
2010,633,4.0,130,1139,11.41352063213345,Divorced,"Dressmakers and seamstresses, except factory"
2010,633,5.0,82,1139,7.199297629499561,Widowed,"Dressmakers and seamstresses, except factory"
2010,633,6.0,141,1139,12.37928007023705,Never married/single,"Dressmakers and seamstresses, except factory"
2011,633,1.0,758,1164,65.12027491408935,"Married, spouse present","Dressmakers and seamstresses, except factory"
2011,633,2.0,29,1164,2.491408934707904,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2011,633,3.0,46,1164,3.951890034364261,Separated,"Dressmakers and seamstresses, except factory"
2011,633,4.0,120,1164,10.309278350515463,Divorced,"Dressmakers and seamstresses, except factory"
2011,633,5.0,81,1164,6.958762886597938,Widowed,"Dressmakers and seamstresses, except factory"
2011,633,6.0,130,1164,11.168384879725087,Never married/single,"Dressmakers and seamstresses, except factory"
2012,633,1.0,639,1040,61.44230769230769,"Married, spouse present","Dressmakers and seamstresses, except factory"
2012,633,2.0,31,1040,2.980769230769231,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2012,633,3.0,29,1040,2.7884615384615388,Separated,"Dressmakers and seamstresses, except factory"
2012,633,4.0,121,1040,11.634615384615385,Divorced,"Dressmakers and seamstresses, except factory"
2012,633,5.0,88,1040,8.461538461538462,Widowed,"Dressmakers and seamstresses, except factory"
2012,633,6.0,132,1040,12.692307692307692,Never married/single,"Dressmakers and seamstresses, except factory"
2013,633,1.0,638,989,64.50960566228514,"Married, spouse present","Dressmakers and seamstresses, except factory"
2013,633,2.0,14,989,1.4155712841253791,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2013,633,3.0,21,989,2.1233569261880687,Separated,"Dressmakers and seamstresses, except factory"
2013,633,4.0,96,989,9.706774519716886,Divorced,"Dressmakers and seamstresses, except factory"
2013,633,5.0,88,989,8.897876643073811,Widowed,"Dressmakers and seamstresses, except factory"
2013,633,6.0,132,989,13.346814964610717,Never married/single,"Dressmakers and seamstresses, except factory"
2014,633,1.0,622,992,62.701612903225815,"Married, spouse present","Dressmakers and seamstresses, except factory"
2014,633,2.0,25,992,2.5201612903225805,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2014,633,3.0,27,992,2.721774193548387,Separated,"Dressmakers and seamstresses, except factory"
2014,633,4.0,109,992,10.987903225806452,Divorced,"Dressmakers and seamstresses, except factory"
2014,633,5.0,70,992,7.056451612903227,Widowed,"Dressmakers and seamstresses, except factory"
2014,633,6.0,139,992,14.012096774193546,Never married/single,"Dressmakers and seamstresses, except factory"
2015,633,1.0,587,982,59.775967413441954,"Married, spouse present","Dressmakers and seamstresses, except factory"
2015,633,2.0,33,982,3.360488798370672,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2015,633,3.0,23,982,2.3421588594704685,Separated,"Dressmakers and seamstresses, except factory"
2015,633,4.0,113,982,11.507128309572302,Divorced,"Dressmakers and seamstresses, except factory"
2015,633,5.0,79,982,8.04480651731161,Widowed,"Dressmakers and seamstresses, except factory"
2015,633,6.0,147,982,14.969450101832994,Never married/single,"Dressmakers and seamstresses, except factory"
2016,633,1.0,617,1014,60.84812623274162,"Married, spouse present","Dressmakers and seamstresses, except factory"
2016,633,2.0,23,1014,2.2682445759368837,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2016,633,3.0,22,1014,2.1696252465483234,Separated,"Dressmakers and seamstresses, except factory"
2016,633,4.0,111,1014,10.946745562130179,Divorced,"Dressmakers and seamstresses, except factory"
2016,633,5.0,88,1014,8.678500986193294,Widowed,"Dressmakers and seamstresses, except factory"
2016,633,6.0,153,1014,15.088757396449704,Never married/single,"Dressmakers and seamstresses, except factory"
2017,633,1.0,602,967,62.254395036194424,"Married, spouse present","Dressmakers and seamstresses, except factory"
2017,633,2.0,20,967,2.0682523267838677,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2017,633,3.0,23,967,2.378490175801448,Separated,"Dressmakers and seamstresses, except factory"
2017,633,4.0,120,967,12.409513960703206,Divorced,"Dressmakers and seamstresses, except factory"
2017,633,5.0,78,967,8.066184074457084,Widowed,"Dressmakers and seamstresses, except factory"
2017,633,6.0,124,967,12.82316442605998,Never married/single,"Dressmakers and seamstresses, except factory"
2018,633,1.0,597,941,63.44314558979809,"Married, spouse present","Dressmakers and seamstresses, except factory"
2018,633,2.0,27,941,2.869287991498406,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2018,633,3.0,22,941,2.3379383634431457,Separated,"Dressmakers and seamstresses, except factory"
2018,633,4.0,92,941,9.77683315621679,Divorced,"Dressmakers and seamstresses, except factory"
2018,633,5.0,73,941,7.7577045696068,Widowed,"Dressmakers and seamstresses, except factory"
2018,633,6.0,130,941,13.815090329436769,Never married/single,"Dressmakers and seamstresses, except factory"
2019,633,1.0,563,942,59.76645435244161,"Married, spouse present","Dressmakers and seamstresses, except factory"
2019,633,2.0,18,942,1.910828025477707,"Married, spouse absent","Dressmakers and seamstresses, except factory"
2019,633,3.0,24,942,2.547770700636943,Separated,"Dressmakers and seamstresses, except factory"
2019,633,4.0,141,942,14.968152866242038,Divorced,"Dressmakers and seamstresses, except factory"
2019,633,5.0,72,942,7.643312101910828,Widowed,"Dressmakers and seamstresses, except factory"
2019,633,6.0,124,942,13.163481953290871,Never married/single,"Dressmakers and seamstresses, except factory"
1880,634,1.0,363,644,56.36645962732919,"Married, spouse present",Dyers
1880,634,2.0,22,644,3.4161490683229814,"Married, spouse absent",Dyers
1880,634,4.0,1,644,0.15527950310559005,Divorced,Dyers
1880,634,5.0,28,644,4.3478260869565215,Widowed,Dyers
1880,634,6.0,230,644,35.714285714285715,Never married/single,Dyers
1900,634,1.0,482,850,56.705882352941174,"Married, spouse present",Dyers
1900,634,2.0,25,850,2.941176470588235,"Married, spouse absent",Dyers
1900,634,4.0,2,850,0.2352941176470588,Divorced,Dyers
1900,634,5.0,37,850,4.352941176470588,Widowed,Dyers
1900,634,6.0,304,850,35.76470588235294,Never married/single,Dyers
1910,634,1.0,90,144,62.5,"Married, spouse present",Dyers
1910,634,2.0,3,144,2.083333333333333,"Married, spouse absent",Dyers
1910,634,5.0,5,144,3.4722222222222223,Widowed,Dyers
1910,634,6.0,46,144,31.944444444444443,Never married/single,Dyers
1920,634,1.0,103,187,55.080213903743314,"Married, spouse present",Dyers
1920,634,2.0,9,187,4.81283422459893,"Married, spouse absent",Dyers
1920,634,5.0,9,187,4.81283422459893,Widowed,Dyers
1920,634,6.0,66,187,35.294117647058826,Never married/single,Dyers
1930,634,1.0,573,935,61.283422459893046,"Married, spouse present",Dyers
1930,634,2.0,31,935,3.3155080213903747,"Married, spouse absent",Dyers
1930,634,4.0,5,935,0.53475935828877,Divorced,Dyers
1930,634,5.0,44,935,4.705882352941177,Widowed,Dyers
1930,634,6.0,282,935,30.160427807486627,Never married/single,Dyers
1940,634,1.0,167,255,65.49019607843137,"Married, spouse present",Dyers
1940,634,2.0,7,255,2.7450980392156863,"Married, spouse absent",Dyers
1940,634,4.0,4,255,1.5686274509803921,Divorced,Dyers
1940,634,5.0,4,255,1.5686274509803921,Widowed,Dyers
1940,634,6.0,73,255,28.627450980392155,Never married/single,Dyers
1950,634,1.0,254,384,66.14583333333334,"Married, spouse present",Dyers
1950,634,2.0,4,384,1.0416666666666665,"Married, spouse absent",Dyers
1950,634,3.0,8,384,2.083333333333333,Separated,Dyers
1950,634,4.0,6,384,1.5625,Divorced,Dyers
1950,634,5.0,11,384,2.864583333333333,Widowed,Dyers
1950,634,6.0,101,384,26.302083333333332,Never married/single,Dyers
1960,634,1.0,872,1140,76.49122807017544,"Married, spouse present",Dyers
1960,634,2.0,21,1140,1.8421052631578945,"Married, spouse absent",Dyers
1960,634,3.0,29,1140,2.543859649122807,Separated,Dyers
1960,634,4.0,22,1140,1.9298245614035088,Divorced,Dyers
1960,634,5.0,34,1140,2.982456140350877,Widowed,Dyers
1960,634,6.0,162,1140,14.210526315789473,Never married/single,Dyers
1970,634,1.0,406,580,70.0,"Married, spouse present",Dyers
1970,634,2.0,12,580,2.0689655172413794,"Married, spouse absent",Dyers
1970,634,3.0,15,580,2.586206896551724,Separated,Dyers
1970,634,4.0,15,580,2.586206896551724,Divorced,Dyers
1970,634,5.0,17,580,2.9310344827586206,Widowed,Dyers
1970,634,6.0,115,580,19.82758620689655,Never married/single,Dyers
1880,635,1.0,435,915,47.540983606557376,"Married, spouse present","Filers, grinders, and polishers, metal"
1880,635,2.0,33,915,3.606557377049181,"Married, spouse absent","Filers, grinders, and polishers, metal"
1880,635,4.0,4,915,0.4371584699453552,Divorced,"Filers, grinders, and polishers, metal"
1880,635,5.0,31,915,3.3879781420765025,Widowed,"Filers, grinders, and polishers, metal"
1880,635,6.0,412,915,45.02732240437158,Never married/single,"Filers, grinders, and polishers, metal"
1900,635,1.0,976,2002,48.75124875124875,"Married, spouse present","Filers, grinders, and polishers, metal"
1900,635,2.0,68,2002,3.3966033966033966,"Married, spouse absent","Filers, grinders, and polishers, metal"
1900,635,4.0,6,2002,0.2997002997002997,Divorced,"Filers, grinders, and polishers, metal"
1900,635,5.0,49,2002,2.4475524475524475,Widowed,"Filers, grinders, and polishers, metal"
1900,635,6.0,903,2002,45.10489510489511,Never married/single,"Filers, grinders, and polishers, metal"
1910,635,1.0,254,496,51.20967741935484,"Married, spouse present","Filers, grinders, and polishers, metal"
1910,635,2.0,24,496,4.838709677419355,"Married, spouse absent","Filers, grinders, and polishers, metal"
1910,635,4.0,1,496,0.20161290322580644,Divorced,"Filers, grinders, and polishers, metal"
1910,635,5.0,13,496,2.620967741935484,Widowed,"Filers, grinders, and polishers, metal"
1910,635,6.0,204,496,41.12903225806452,Never married/single,"Filers, grinders, and polishers, metal"
1920,635,1.0,365,619,58.966074313408726,"Married, spouse present","Filers, grinders, and polishers, metal"
1920,635,2.0,22,619,3.5541195476575123,"Married, spouse absent","Filers, grinders, and polishers, metal"
1920,635,4.0,3,619,0.48465266558966075,Divorced,"Filers, grinders, and polishers, metal"
1920,635,5.0,30,619,4.846526655896607,Widowed,"Filers, grinders, and polishers, metal"
1920,635,6.0,199,619,32.14862681744749,Never married/single,"Filers, grinders, and polishers, metal"
1930,635,1.0,2769,4208,65.8032319391635,"Married, spouse present","Filers, grinders, and polishers, metal"
1930,635,2.0,149,4208,3.5408745247148286,"Married, spouse absent","Filers, grinders, and polishers, metal"
1930,635,4.0,72,4208,1.7110266159695817,Divorced,"Filers, grinders, and polishers, metal"
1930,635,5.0,147,4208,3.4933460076045626,Widowed,"Filers, grinders, and polishers, metal"
1930,635,6.0,1071,4208,25.451520912547526,Never married/single,"Filers, grinders, and polishers, metal"
1940,635,1.0,779,1127,69.12156166814552,"Married, spouse present","Filers, grinders, and polishers, metal"
1940,635,2.0,46,1127,4.081632653061225,"Married, spouse absent","Filers, grinders, and polishers, metal"
1940,635,4.0,8,1127,0.709849157054126,Divorced,"Filers, grinders, and polishers, metal"
1940,635,5.0,28,1127,2.484472049689441,Widowed,"Filers, grinders, and polishers, metal"
1940,635,6.0,266,1127,23.60248447204969,Never married/single,"Filers, grinders, and polishers, metal"
1950,635,1.0,1501,1918,78.25860271115745,"Married, spouse present","Filers, grinders, and polishers, metal"
1950,635,2.0,27,1918,1.407716371220021,"Married, spouse absent","Filers, grinders, and polishers, metal"
1950,635,3.0,26,1918,1.3555787278415017,Separated,"Filers, grinders, and polishers, metal"
1950,635,4.0,48,1918,2.502606882168926,Divorced,"Filers, grinders, and polishers, metal"
1950,635,5.0,37,1918,1.9290928050052139,Widowed,"Filers, grinders, and polishers, metal"
1950,635,6.0,279,1918,14.546402502606881,Never married/single,"Filers, grinders, and polishers, metal"
1960,635,1.0,7412,9172,80.81116441343218,"Married, spouse present","Filers, grinders, and polishers, metal"
1960,635,2.0,129,9172,1.406454426515482,"Married, spouse absent","Filers, grinders, and polishers, metal"
1960,635,3.0,127,9172,1.3846489315307458,Separated,"Filers, grinders, and polishers, metal"
1960,635,4.0,220,9172,2.398604448320977,Divorced,"Filers, grinders, and polishers, metal"
1960,635,5.0,288,9172,3.139991277802006,Widowed,"Filers, grinders, and polishers, metal"
1960,635,6.0,996,9172,10.859136502398604,Never married/single,"Filers, grinders, and polishers, metal"
1970,635,1.0,4710,6328,74.43109987357775,"Married, spouse present","Filers, grinders, and polishers, metal"
1970,635,2.0,101,6328,1.5960809102402025,"Married, spouse absent","Filers, grinders, and polishers, metal"
1970,635,3.0,119,6328,1.8805309734513276,Separated,"Filers, grinders, and polishers, metal"
1970,635,4.0,250,6328,3.9506953223767383,Divorced,"Filers, grinders, and polishers, metal"
1970,635,5.0,213,6328,3.365992414664981,Widowed,"Filers, grinders, and polishers, metal"
1970,635,6.0,935,6328,14.775600505689003,Never married/single,"Filers, grinders, and polishers, metal"
1980,635,1.0,11165,17565,63.56390549387988,"Married, spouse present","Filers, grinders, and polishers, metal"
1980,635,2.0,188,17565,1.0703102761172787,"Married, spouse absent","Filers, grinders, and polishers, metal"
1980,635,3.0,457,17565,2.60176487332764,Separated,"Filers, grinders, and polishers, metal"
1980,635,4.0,1330,17565,7.571875889553088,Divorced,"Filers, grinders, and polishers, metal"
1980,635,5.0,383,17565,2.180472530600626,Widowed,"Filers, grinders, and polishers, metal"
1980,635,6.0,4042,17565,23.01167093652149,Never married/single,"Filers, grinders, and polishers, metal"
1990,635,1.0,5865,9091,64.51435485645143,"Married, spouse present","Filers, grinders, and polishers, metal"
1990,635,2.0,133,9091,1.4629853701462985,"Married, spouse absent","Filers, grinders, and polishers, metal"
1990,635,3.0,236,9091,2.5959740402595974,Separated,"Filers, grinders, and polishers, metal"
1990,635,4.0,847,9091,9.316906830931691,Divorced,"Filers, grinders, and polishers, metal"
1990,635,5.0,199,9091,2.1889781102188977,Widowed,"Filers, grinders, and polishers, metal"
1990,635,6.0,1811,9091,19.92080079199208,Never married/single,"Filers, grinders, and polishers, metal"
2000,635,1.0,3836,6622,57.928118393234676,"Married, spouse present","Filers, grinders, and polishers, metal"
2000,635,2.0,176,6622,2.6578073089700998,"Married, spouse absent","Filers, grinders, and polishers, metal"
2000,635,3.0,186,6622,2.8088190878888555,Separated,"Filers, grinders, and polishers, metal"
